Series Name,Series Code,Country Name,Country Code,1990,2000,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Bank cost to income ratio (%),GFDD.EI.07,San Marino,SMR,..,..,128.1232,99.91691,..,91.39154,89.58227,86.96079,..,85.4632,..,..
Bank cost to income ratio (%),GFDD.EI.07,São Tomé and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Saudi Arabia,SAU,..,43.94722,35.18003,35.46499,35.05558,35.39917,36.52965,35.09505,34.30968,34.26914,35.48058,38.0277
Bank cost to income ratio (%),GFDD.EI.07,Senegal,SEN,..,54.58803,69.45168,65.36079,73.37384,66.87713,64.82432,63.28812,64.59795,62.71008,63.43047,..
Bank cost to income ratio (%),GFDD.EI.07,Serbia,SRB,..,51.97068,94.31738,75.17574,73.75854,61.91962,64.86915,57.4721,56.08755,58.94633,60.0802,63.58747
Bank cost to income ratio (%),GFDD.EI.07,Seychelles,SYC,..,..,35.94132,44.02174,..,38.52817,39.13279,47.22232,48.85732,50.90914,53.22291,..
Bank cost to income ratio (%),GFDD.EI.07,Sierra Leone,SLE,..,30.53946,68.13446,75.85411,63.94112,62.60864,66.72161,55.06866,57.42976,56.10385,..,..
Bank cost to income ratio (%),GFDD.EI.07,Singapore,SGP,..,35.49263,36.83493,38.60162,40.6763,41.23146,41.83702,41.70092,40.38336,40.51462,42.1364,45.3632
Bank cost to income ratio (%),GFDD.EI.07,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Slovak Republic,SVK,..,77.0715,62.89946,54.65197,54.65506,52.9862,51.17703,57.99662,57.88223,60.07395,59.49151,56.4503
Bank cost to income ratio (%),GFDD.EI.07,Slovenia,SVN,..,53.05296,51.86567,58.31643,54.47316,56.56911,61.19497,66.83776,60.27818,58.56115,55.37892,57.61204
Bank cost to income ratio (%),GFDD.EI.07,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,South Africa,ZAF,..,51.58569,55.04587,55.84389,56.76745,59.39613,58.77274,60.25425,61.85694,61.37758,63.06261,61.01405
Bank cost to income ratio (%),GFDD.EI.07,South Sudan,SSD,..,..,54.44016,58.16656,..,..,..,101.7172,119.7754,76.23089,..,..
Bank cost to income ratio (%),GFDD.EI.07,Spain,ESP,..,63.96966,59.13051,61.97268,57.17318,58.54612,67.19949,67.74303,61.07174,64.0547,63.63061,72.83111
Bank cost to income ratio (%),GFDD.EI.07,Sri Lanka,LKA,..,..,48.47895,45.94944,47.02704,54.94296,55.09796,52.89921,51.07667,54.75076,48.27021,43.48735
Bank cost to income ratio (%),GFDD.EI.07,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,54.2623,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,St. Lucia,LCA,..,..,70.15504,68.95306,..,..,..,59.89265,55.83875,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Sudan,SDN,..,78.33333,91.29781,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Suriname,SUR,..,..,55.24794,57.55548,53.47334,59.58924,64.39281,61.56984,70.06349,66.08251,..,..
Bank cost to income ratio (%),GFDD.EI.07,Sweden,SWE,..,68.19161,55.37805,52.61324,53.31623,49.20509,48.67302,51.07096,52.64874,50.9167,53.64299,48.62028
Bank cost to income ratio (%),GFDD.EI.07,Switzerland,CHE,..,62.50117,100.0589,80.86156,80.93427,92.34447,91.88842,82.06979,80.99901,118.1902,75.8408,94.50365
Bank cost to income ratio (%),GFDD.EI.07,Syrian Arab Republic,SYR,..,..,40.4709,25.88561,24.70062,22.23687,23.72826,201.5253,74.65992,57.59961,7.655016,10.52404
Bank cost to income ratio (%),GFDD.EI.07,"Taiwan, China",TWN,..,41.37931,55.66632,53.41452,50.35873,61.27036,60.65752,62.15359,59.52245,59.80584,61.99476,61.70835
Bank cost to income ratio (%),GFDD.EI.07,Tajikistan,TJK,..,..,81.1228,41.10746,..,29.82179,54.94514,36.43656,36.0556,36.41428,53.09387,43.11325
Bank cost to income ratio (%),GFDD.EI.07,Tanzania,TZA,..,..,63.96503,63.47192,63.83636,64.42577,64.8306,66.54134,67.75414,67.50677,62.2519,54.80177
Bank cost to income ratio (%),GFDD.EI.07,Thailand,THA,..,78.04878,46.67453,42.50073,44.04488,44.03352,43.76079,44.06724,45.27507,45.62926,46.2838,44.61771
Bank cost to income ratio (%),GFDD.EI.07,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Togo,TGO,..,..,61.74128,68.47501,82.11422,70.74356,68.62907,69.38692,73.93654,68.62978,..,..
Bank cost to income ratio (%),GFDD.EI.07,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Trinidad and Tobago,TTO,..,58.07421,54.58788,81.22521,..,45.11286,65.29194,57.23835,..,60.53192,73.33202,60.35946
Bank cost to income ratio (%),GFDD.EI.07,Tunisia,TUN,..,54.1855,52.62492,49.44106,50.26426,51.11456,47.60377,47.39261,46.1991,43.84999,44.35859,46.93028
Bank cost to income ratio (%),GFDD.EI.07,Turkey,TUR,..,56.58685,42.29862,46.46896,47.74824,50.76422,43.75457,43.58262,39.06384,40.0575,40.70805,39.46014
Bank cost to income ratio (%),GFDD.EI.07,Turkmenistan,TKM,..,..,..,..,..,21.0591,22.08195,20.69044,17.8472,21.98722,..,..
Bank cost to income ratio (%),GFDD.EI.07,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,Uganda,UGA,..,48.03748,49.74722,56.12995,57.58946,64.3294,58.96709,57.90394,62.67858,57.64246,60.58733,55.01469
Bank cost to income ratio (%),GFDD.EI.07,Ukraine,UKR,..,67.94872,65.85218,65.61893,60.92124,57.71436,48.76304,59.36192,49.91808,47.06036,49.71031,56.02619
Bank cost to income ratio (%),GFDD.EI.07,United Arab Emirates,ARE,..,36.67875,32.91283,32.32543,31.39923,35.51556,34.94885,36.1113,36.20147,34.72821,39.24774,39.04157
Bank cost to income ratio (%),GFDD.EI.07,United Kingdom,GBR,..,47.57113,74.27893,64.92791,71.34818,69.09164,65.96965,63.59318,61.02333,63.36377,64.60938,63.91926
Bank cost to income ratio (%),GFDD.EI.07,United States,USA,..,60.50104,60.98243,59.96593,61.11576,61.03851,58.14493,58.85639,57.1415,57.1591,61.67743,62.73496
Bank cost to income ratio (%),GFDD.EI.07,Uruguay,URY,..,72.47754,71.6324,68.19797,75.70747,92.85439,98.11896,66.46239,61.75238,49.54462,48.76175,55.14557
Bank cost to income ratio (%),GFDD.EI.07,Uzbekistan,UZB,..,60.16955,59.86292,62.62979,64.00942,65.51035,64.82988,50.43106,69.39092,45.37146,42.36101,42.27115
Bank cost to income ratio (%),GFDD.EI.07,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,"Venezuela, RB",VEN,..,73.99538,52.97882,53.82667,51.33198,..,..,..,52.30116,77.51966,64.7231,77.95326
Bank cost to income ratio (%),GFDD.EI.07,Vietnam,VNM,..,42.71482,51.16591,54.41269,51.26324,52.1528,51.71029,48.25297,46.50291,43.56644,42.38463,34.74393
Bank cost to income ratio (%),GFDD.EI.07,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,West Bank and Gaza,PSE,..,..,..,56.95409,59.41606,61.19715,..,..,..,..,..,..
Bank cost to income ratio (%),GFDD.EI.07,"Yemen, Rep.",YEM,..,47.47208,61.7357,72.54613,..,38.52984,34.88165,74.0691,61.77133,48.12759,..,..
Bank cost to income ratio (%),GFDD.EI.07,Zambia,ZMB,..,66.07285,63.93421,62.21162,60.27587,64.53497,65.47514,62.45521,64.54994,63.58596,63.90178,57.16027
Bank cost to income ratio (%),GFDD.EI.07,Zimbabwe,ZWE,..,..,66.58695,72.36397,76.22857,69.90312,66.23127,61.31274,64.925,50.47665,52.96397,49.74044
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: Global Financial Development,,,,,,,,,,,,,,,
Last Updated: 09/23/2022,,,,,,,,,,,,,,,
